question,answer,options,correct_option,path,condition
"A 5-year-old child presents with chronic constipation since infancy. Initial investigations, including a colonoscopy and rectal biopsy, were normal. Considering the possibility of an underlying motility disorder, what is the MOST appropriate next step in evaluating the cause of the child's constipation?",Surgical intervention or other specific treatment for Hirschsprung's disease,"['Anorectal motility studies', 'Radiopaque marker colonic transit study', 'Empirical treatment with bulking agents and increased fluid intake', 'Defecography', 'Surgical intervention or other specific treatment for Hirschsprung's disease']",E,"Evaluation of a patient with constipation -> Initial evaluation including patient history, physical examination and laboratory tests looking for heme-positive stool or rectal bleeding -> Perform diagnostic imaging to further investigate the cause of constipation -> Normal biopsy result. Could be other causes -> Surgical intervention or other specific treatment for Hirschsprung's disease",constipation
"A 5-year-old boy presents with chronic constipation since infancy. Initial evaluation, including patient history, physical examination, and laboratory tests, reveals no abnormalities. Diagnostic imaging shows a dilated colon. A rectal biopsy is performed, but the results are normal. What is the next appropriate step in managing this patient's constipation?",Surgical intervention or other specific treatment for Hirschsprung's disease,"['Surgical intervention or other specific treatment for Hirschsprung's disease', 'Perform anorectal motility studies', 'Prescribe osmotic laxatives and prokinetic agents', 'Recommend stimulant cathartics periodically', 'Initiate a high-fiber diet and increase fluid intake']",A,"Evaluation of a patient with constipation -> Initial evaluation including patient history, physical examination and laboratory tests looking for heme-positive stool or rectal bleeding -> Perform diagnostic imaging to further investigate the cause of constipation -> Presence of a dilated colon on imaging indicating possible Hirschsprung's disease or other causes -> Perform rectal biopsy to confirm the diagnosis -> Normal biopsy result. Could be other causes -> Surgical intervention or other specific treatment for Hirschsprung's disease",constipation
"A 3-year-old child is brought to the emergency department after ingesting a small toy. The child is alert and breathing comfortably but is unable to swallow saliva. After initial assessment, including direct laryngoscopy, a radiograph reveals a radiopaque object lodged in the lower esophagus. What is the MOST appropriate next step in managing this patient?",Consider glucagon,"['Observe for spontaneous passage', 'Attempt retrieval with a Foley catheter', 'Consider glucagon', 'Administer oral contrast and repeat radiograph', 'Immediately perform surgical removal']",C,Patient with INGESTED FOREIGN BODY -> History Physical examination -> Direct or Indirect Laryngoscopy -> Radiography to determine location -> Cont'd on p 639 -> Foreign body in esophagus? -> Yes -> Place Nasogastric Tube -> No passage -> Esophagogastroduodenoscopy -> Anticipate complications -> Lower esophagus: Consider glucagon,foreign body ingestion
A 50-year-old male presents to your clinic complaining of decreased hearing in his left ear over the past few weeks. Otoscopy reveals an abnormal tympanic membrane. Which of the following is the MOST appropriate next step in the management of this patient?,Initiate treatment for a presumed ear infection.,"['Refer the patient to a neurologist', 'Initiate treatment for a presumed ear infection.', 'Order an MRI of the brain', 'Prescribe oral steroids', 'Perform audiometry']",B,Patient with HEARING LOSS -> History -> Otoscopy -> Abnormal tympanic membrane -> Infection -> Treat,hearing loss
"A 36-year-old woman presents to your office with a history of infertility for the past 14 months. Her menstrual cycles are irregular, occurring every 36-40 days. After initial clinical and physical evaluation, which of the following is the MOST appropriate next step in management?",Prescribe clomiphene citrate for up to three ovulatory cycles.,"['Order serial ultrasound studies of ovulation.', 'Measure TSH and prolactin levels.', 'Obtain a cycle day 3 FSH level.', 'Prescribe clomiphene citrate for up to three ovulatory cycles.', 'Perform a timed endometrial biopsy.']",D,Patient with Infertility -> Clinical history -> Physical examination -> Female partner >35 yr old -> Evaluation of ovulation -> Anovulatory Oligomenorrheic -> Clomiphene Citrate ×3 mo,female infertility
A 36-year-old woman with regular menstrual cycles presents with a history of infertility after 8 months of unprotected intercourse. Physical examination and initial clinical history are unremarkable. Evaluation of ovulation is normal. What is the MOST appropriate next step in the management of this patient?,Prescribe Clomiphene Citrate ×3 months,"['Prescribe Clomiphene Citrate ×3 months', 'Referral to a reproductive endocrinologist', 'Reassurance and continued attempts at conception for another 4 months', 'Hysterosalpingography (HSG)', 'Intrauterine insemination (IUI)']",A,"Patient with Infertility -> Clinical history -> Physical examination -> Female partner >35 yr old -> Evaluation of ovulation -> Normal -> Day 3 FSH, estradiol, TSH, prolactin -> Review results -> Clomiphene Citrate ×3 mo",female infertility
"A 36-year-old woman with a history of regular menses presents with a 14-month history of infertility. Initial evaluation, including semen analysis, was normal. Ovulation is confirmed. Day 3 FSH, estradiol, TSH, and prolactin levels are normal. What is the MOST appropriate next step in management?",Prescribe clomiphene citrate for three ovulatory cycles.,"['Prescribe clomiphene citrate for three ovulatory cycles.', 'Refer the patient for laparoscopy.', 'Measure anti-Müllerian hormone (AMH) levels.', 'Initiate in vitro fertilization.', 'Order a hysterosalpingogram (HSG).']",A,"Patient with Infertility -> Clinical history -> Physical examination -> Female partner >35 yr old -> Evaluation of ovulation -> Normal -> Day 3 FSH, estradiol, TSH, prolactin -> Review results -> Anovulatory or Amenorrhea with FSH, estradiol, and all other tests normal -> Clomiphene Citrate ×3 mo",female infertility
"A 32-year-old woman and her partner have been trying to conceive for 18 months without success. Her menstrual cycles are regular, and initial ovulation tests indicate normal function. After a hysterosalpingogram and postcoital test, the results come back normal. What is the most appropriate next step in managing this patient's infertility?",Prescribe clomiphene citrate for three ovulatory cycles.,"['Order serial ultrasound studies of ovulation', 'Recommend in vitro fertilization (IVF) immediately', 'Perform a laparoscopy to rule out endometriosis', 'Advise the couple to continue trying naturally for another year', 'Prescribe clomiphene citrate for three ovulatory cycles.']",E,Patient with Infertility -> Clinical history -> Physical examination -> Female partner >35 yr old -> Evaluation of ovulation -> Normal -> Hysterosalpingogram Postcoital test -> Review results -> Clomiphene Citrate ×3 mo,female infertility
"A 30-year-old woman presents with a 2-year history of infertility. Her clinical history and physical examination are unremarkable. Semen analysis of her partner is normal. Day 3 FSH, estradiol, TSH, and prolactin levels are within normal limits. She reports irregular menstrual cycles. What is the most appropriate next step in management?",Clomiphene citrate for three months,"['Clomiphene citrate for three months', 'Hysterosalpingography (HSG)', 'In vitro fertilization (IVF)', 'Intrauterine insemination (IUI)', 'Laparoscopy']",A,"Patient with Infertility -> Clinical history -> Physical examination -> Female partner <35 yr old -> Semen analysis -> Normal -> Day 3 FSH, estradiol, TSH, prolactin -> Review results -> Anovulatory or Amenorrhea with FSH, estradiol, and all other tests normal -> Clomiphene Citrate ×3 mo",female infertility
"A 30-year-old woman and her partner have been trying to conceive for 18 months without success. Her menstrual cycles are irregular, occurring every 35-45 days. Semen analysis of her partner is normal. What is the most appropriate next step in her management?",Prescribe clomiphene citrate for up to three ovulatory cycles.,"['Order serial ultrasound studies of ovulation.', 'Obtain a day 3 FSH level.', 'Perform a laparoscopy to rule out endometriosis.', 'Measure midluteal progesterone levels.', 'Prescribe clomiphene citrate for up to three ovulatory cycles.']",E,Patient with Infertility -> Clinical history -> Physical examination -> Female partner <35 yr old -> Semen analysis -> Normal -> Evaluation of ovulation -> Anovulatory Oligomenorrheic -> Clomiphene Citrate ×3 mo,female infertility
"A 32-year-old woman and her partner have been trying to conceive for 18 months without success. After a thorough clinical history, physical examination, and normal semen analysis, a hysterosalpingogram and postcoital test were performed, and the results reviewed. Assuming all tests come back normal, what is the most appropriate next step in managing this couple's infertility?",Initiate treatment with clomiphene citrate for up to three ovulatory cycles.,"['Initiate treatment with clomiphene citrate for up to three ovulatory cycles.', 'Recommend in vitro fertilization (IVF) immediately.', 'Advise the couple to continue trying for another 6 months without intervention.', 'Refer the patient to a reproductive endocrinologist for further evaluation and management.', 'Perform a laparoscopy to rule out endometriosis.']",A,Patient with Infertility -> Clinical history -> Physical examination -> Female partner <35 yr old -> Semen analysis -> Normal -> Hysterosalpingogram Postcoital test -> Review results -> Clomiphene Citrate ×3 mo,female infertility
"A 28-year-old woman and her partner have been trying to conceive for 14 months without success. Her medical history is unremarkable, and physical examination reveals no abnormalities. The semen analysis of her partner is normal. After a hysterosalpingogram and postcoital test, the results are reviewed, and the woman is found to have regular menstrual cycles but laboratory tests reveal normal FSH and estradiol levels. Which of the following is the MOST appropriate next step in the management of this patient's infertility?",Clomiphene Citrate ×3 mo,"['Intrauterine insemination (IUI)', 'Hysterosalpingography (HSG)', 'Laparoscopy', 'In vitro fertilization (IVF)', 'Clomiphene Citrate ×3 mo']",E,"Patient with Infertility -> Clinical history -> Physical examination -> Female partner <35 yr old -> Semen analysis -> Normal -> Hysterosalpingogram Postcoital test -> Review results -> Anovulatory or Amenorrhea with FSH, estradiol, and all other tests normal -> Clomiphene Citrate ×3 mo",female infertility
"A 36-year-old woman and her partner have been trying to conceive for 8 months without success. The woman has regular menstrual cycles. After taking a thorough history and physical exam, what would be the next step in the evaluation of this patient?","Order day 3 FSH, estradiol, TSH, and prolactin levels","['Order a semen analysis for her partner', 'Reassure the patient and advise her to continue trying for another 4 months', 'Order day 3 FSH, estradiol, TSH, and prolactin levels', 'Refer the patient to a reproductive endocrinologist', 'Order a hysterosalpingogram']",C,"Patient with Infertility -> Clinical history -> Physical examination -> Female partner >35 yr old -> Evaluation of ovulation -> Normal -> Day 3 FSH, estradiol, TSH, prolactin -> Review results -> Refer to specialist",female infertility
