ID,question,answer,options,correct_option,path,condition,label,modifications
670,"A 34-year-old male presents to the emergency department with fever, severe headache, altered mental status, and a recent onset of seizures. On examination, he exhibits neck stiffness but no focal neurological deficits. Considering the possible diagnosis of encephalitis, what is the MOST appropriate next step in management?","Perform lumbar puncture for CSF analysis, including Gram stain, bacterial culture, and HSV-1/2 PCR, and initiate empiric antiviral therapy (acyclovir) pending results.","['Administer intravenous acyclovir immediately and admit to the ICU', 'Obtain a CT scan of the head with contrast to rule out structural lesions', 'Prescribe symptomatic treatment with analgesics and antipyretics and discharge home with close follow-up', 'Perform lumbar puncture for CSF analysis, including Gram stain, bacterial culture, HSV-1/2 and VZV PCR, and if meningismus is present, start empiric therapy for bacterial meningitis pending CSF results.', 'Order blood cultures and start broad-spectrum antibiotics after CT scan results are available']",D,"Patient with suspected encephalitis -> With no contraindications, perform lumbar puncture for CSF analysis (Gram stain, bacterial culture, HSV PCR) -> Initiate empiric antiviral therapy (acyclovir) pending results.",encephalitis,3,Update reasoning path to include empiric antiviral therapy (acyclovir) instead of bacterial coverage.
671,"A 34-year-old male presents to the emergency department with fever, headache, altered mental status, and new-onset seizures. On examination, he is confused and disoriented but has no focal neurological deficits. Initial laboratory results are pending. Considering the diagnostic approach to encephalitis, which of the following is the MOST appropriate next step in management?","Perform lumbar puncture, including Gram stain, bacterial culture, HSV-1/2 and VZV PCR.","['Initiate empiric broad-spectrum antibiotics and acyclovir.', 'Obtain a CT scan of the head with and without contrast.', 'Order an EEG to evaluate seizure activity.', 'Administer intravenous fluids and monitor electrolytes.', 'Perform lumbar puncture, including Gram stain, bacterial culture, HSV-1/2 and VZV PCR.']",E,"Patient with suspected encephalitis -> In the absence of contraindications, perform lumbar puncture for CSF analysis.",encephalitis,0,None.
672,"A 30-year-old male presents with fever, headache, altered mental status, and seizures. After suspecting encephalitis, which of the following is the MOST appropriate next step in evaluating the patient?",Perform a lumbar puncture for CSF analysis.,"['Administer empiric antiviral therapy', 'Perform a lumbar puncture for CSF analysis.', 'Consult infectious disease specialist', 'Evaluate liver and renal function, toxicology, CBC, and blood cultures', 'Obtain a CT scan of the head']",B,"Patient with suspected encephalitis -> After initial assessment, the key diagnostic step is to perform a lumbar puncture for CSF analysis.",encephalitis,1,Change correct option from D to B and update reasoning path.
673,"A 72-year-old male with a history of hypertension and diabetes presents with fever, chills, and malaise for 3 days. He has an indwelling urinary catheter due to urinary retention from benign prostatic hyperplasia. Blood cultures are positive for Staphylococcus aureus. After vascular catheter removal, what is the next appropriate step in management?",Perform a transthoracic echocardiogram to rule out endocarditis.,"['Perform a transthoracic echocardiogram to rule out endocarditis.', 'Surgical drainage and removal of any infected prosthetic devices, followed by 4-6 weeks of IV antibiotics.', 'Continue current treatment and repeat blood cultures in 48 hours.', 'Start IV vancomycin and monitor renal function.', 'Consult infectious disease specialist for complicated bacteremia management.']",A,Positive blood culture for Staphylococcus aureus -> Indwelling catheter removal -> Evaluate for endocarditis with transthoracic echocardiogram.,staphylococcus aureus bacteremia,1,Change correct option from B to A and update reasoning path.
674,"A 58-year-old male with a history of hypertension presents for a routine check-up. His blood pressure, taken twice during the visit, averages 185/125 mm Hg. According to current guidelines, what is the most appropriate next step in managing this patient's hypertension?",Immediately initiate dual antihypertensive therapy.,"['Order a complete workup to rule out secondary causes of hypertension.', 'Encourage lifestyle modifications and closely monitor the patient’s blood pressure.', 'Admit the patient to the hospital for immediate blood pressure control.', 'Prescribe a single-agent antihypertensive medication and re-evaluate in 3 months.', 'Immediately initiate dual antihypertensive therapy.']",E,Severe hypertension (185/125 mm Hg) -> Hypertensive urgency -> Initiate dual therapy for prompt blood pressure control.,hypertension,1,Change correct option from B to E and update reasoning path.
675,"A 62-year-old man with a history of hypertension presents to the clinic with a blood pressure reading of 162/94 mm Hg. He has no other known medical conditions. According to current guidelines, which of the following is the MOST appropriate initial step in managing his hypertension?",Consider a two-drug combination to manage his hypertension.,"['Consider a two-drug combination to manage his hypertension.', 'Immediately admit the patient for hypertensive crisis management.', 'Start with a thiazide diuretic as first-line therapy.', 'Prescribe an ACE inhibitor due to potential risk for coronary artery disease.', 'Initiate lifestyle modifications and reassess in 3 months.']",A,Stage 2 hypertension (162/94 mm Hg) -> Guidelines support initiating combination therapy.,hypertension,0,None.
676,"A 70-year-old woman presents with generalized pruritus and no visible skin lesions. After empirically treating for xerosis with moisturizers, the pruritus persists. Which of the following conditions should be considered if laboratory work-up results are abnormal?",Hypothyroidism.,"['Chronic renal failure', 'Scabies', 'Diabetes mellitus', 'Hypothyroidism', 'Atopic dermatitis']",D,Generalized pruritus without lesions -> Evaluate systemic causes -> Abnormal labs indicating thyroid dysfunction -> Consider hypothyroidism.,generalized pruritus,0,None.
677,A 24-year-old patient presents with dyspnea on exertion and occasional wheezing. Initial spirometry results are normal. What would be the next appropriate step in evaluating this patient for asthma?,Perform peak flow monitoring to assess for variability.,"['Order a chest X-ray to rule out other causes of dyspnea.', 'Prescribe a short course of oral corticosteroids.', 'Administer a bronchodilator and repeat spirometry.', 'Perform peak flow monitoring to assess for variability.', 'Initiate treatment with an inhaled corticosteroid.']",D,Normal spirometry in suspected asthma -> Evaluate variability with peak flow monitoring.,asthma,0,None.
678,"A 32-year-old woman presents with abdominal discomfort and altered bowel habits, meeting the Rome criteria for IBS. Physical examination reveals no alarm symptoms. She is diagnosed with IBS-D. Initial treatment with loperamide and diphenoxylate is not effective in controlling her diarrhea. According to the guidelines, what would be the next appropriate step in managing her symptoms?",Alosetron.,"['Rifaximin', 'Alosetron', 'Probiotics', 'Antidepressants', 'Increased fiber intake']",B,IBS-D refractory to antimotility agents -> Guidelines support alosetron use in severe cases.,irritable bowel syndrome,0,None.
679,"A 3-year-old child is brought to the emergency department after his parents found him playing with an open drain cleaner bottle. The parents suspect he may have ingested some of the liquid. The child is currently asymptomatic and has a normal physical examination. Given the suspicion of caustic ingestion, what is the most appropriate next step in management?",Monitor the child in the emergency department for 3-4 hours and discharge if he remains asymptomatic.,"['Monitor the child in the emergency department for 3-4 hours and discharge if he remains asymptomatic.', 'Induce vomiting to remove any remaining caustic substance.', 'Administer a neutralizing agent to counteract the alkali.', 'Order an X-ray of the abdomen to look for signs of perforation.', 'Perform immediate endoscopy to assess for esophageal damage.']",A,Caustic ingestion with no symptoms -> Observation period in ED is recommended before discharge.,caustic ingestion and exposure,0,None.
