question,options,correct_option,path,condition
A 55-year-old male with a history of hypertension presents to the emergency department complaining of muscle weakness and fatigue. His serum potassium level is 3.2 mmol/L. His urine potassium is >15 mmol/g Cr. TTKG is >4. Blood pressure is normal. Acid-base status is normal. He admits to profuse sweating during his job as a construction worker. What is the most likely underlying cause of his hypokalemia?,"['Diuretic use', 'Profuse sweating', 'Magnesium deficiency', 'Renal tubular acidosis', 'Primary hyperaldosteronism']",B,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Normal -> Profuse sweating,hypokalemia
"A 58-year-old male with hypertension and hyperlipidemia presents with new-onset exertional chest pain. Despite optimal medical therapy, his symptoms persist. What is the next appropriate step in managing this patient?","['Optimize medical therapy with additional anti-anginal medications', 'Proceed with coronary angiography', 'Consider alternative therapies such as enhanced external counterpulsation (EECP)', 'Refer for cardiac rehabilitation', 'Continue management of risk factors']",B,Patient with persistent exertional chest pain despite optimal therapy -> Moderate probability of CAD with normal LV function -> Persisting symptoms warrant further evaluation via coronary angiography,hypokalemia
"A 55-year-old patient with hypertension presents with muscle weakness and fatigue. Lab results show a serum K+ of 3.0 mmol/L, urine K+ >15 mmol/g Cr, TTKG >4, low blood pressure, and metabolic alkalosis. What is the most likely cause of his hypokalemia?","['Primary hyperaldosteronism', 'Inadequate potassium intake', 'Renal tubular acidosis', 'Diuretic use', 'Profuse sweating']",D,"Patient with hypokalemia -> High urine K+ and TTKG, metabolic alkalosis, and low BP -> Findings consistent with diuretic-induced renal potassium wasting",hypokalemia
"A 30-year-old woman with a history of hypertension is evaluated for persistent hypokalemia (K+ 3.0 mmol/L) despite oral potassium supplementation. Her blood pressure is elevated, and she denies diuretic use. Initial labs reveal a urine K+ >15 mmol/day. What is the MOST likely next step in evaluating the cause of her hypokalemia?","['Check renin levels.', 'Measure serum magnesium levels.', 'Perform an ECG to assess for cardiac arrhythmias.', 'Prescribe a potassium-sparing diuretic.', 'Administer intravenous potassium.']",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is there an emergency? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> High -> Check Renin -> Low -> Check Cortisol -> Normal -> Profuse sweating,hypokalemia
A 45-year-old male presents with a serum potassium level of 3.2 mmol/L. Initial assessment reveals no signs of pseudohypokalemia. Further evaluation shows a urine potassium level of 10 mmol/day. Acid-base status is normal. What is the most likely cause of his hypokalemia?,"['Profuse sweating', 'Magnesium deficiency', 'Diuretic use', 'Renal tubular acidosis', 'Hyperaldosteronism']",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Normal -> Profuse sweating,hypokalemia
A 45-year-old patient presents with muscle weakness and fatigue. Lab results show a serum potassium level of 3.2 mmol/L. Initial assessment reveals no obvious causes such as diuretic use or diarrhea. What is the next step in evaluating the cause of hypokalemia?,"['Assess the patient's urine potassium level to differentiate between renal and extrarenal potassium loss.', 'Order an ECG to assess for cardiac arrhythmias.', 'Obtain a detailed dietary history.', 'Immediately administer intravenous potassium.', 'Check the patient's magnesium level.']",A,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Profuse sweating,hypokalemia
"A 45-year-old male with hypertension presents with muscle weakness and fatigue. His serum K+ is 3.0 mmol/L, urine K+ >15 mmol/day, TTKG is 5, and blood pressure is elevated. Aldosterone levels are low and cortisol levels are normal. What is the most likely cause of his hypokalemia?","['Profuse sweating', 'Diuretic use', 'Magnesium deficiency', 'Primary hyperaldosteronism', 'Renal tubular acidosis']",B,"Patient with hypokalemia and elevated BP -> High urine K+ and TTKG, low aldosterone -> Findings most consistent with diuretic use",hypokalemia
"A 25-year-old athlete is evaluated for persistent hypokalemia despite oral potassium supplementation. Labs show serum K+ 3.2 mmol/L, urine K+ 30 mmol/day, TTKG 5, with normal blood pressure and acid-base status. What is the most likely cause of his hypokalemia?","['Use of thiazide diuretics', 'Primary hyperaldosteronism', 'Magnesium deficiency', 'Bartter syndrome', 'Profuse sweating']",A,Young athlete with persistent hypokalemia -> Elevated urine K+ and TTKG with normal BP and acid-base -> Most consistent with diuretic (thiazide) use rather than extrarenal losses,hypokalemia
"A 45-year-old male with hypertension presents to the ED with muscle weakness and fatigue. His serum potassium is 3.0 mmol/L, urine K+ is 25 mmol/day, TTKG >4, low blood pressure, and metabolic alkalosis. What is the most likely cause of his hypokalemia?","['Diuretic use', 'Renal tubular acidosis', 'Profuse sweating', 'Magnesium deficiency', 'Primary hyperaldosteronism']",A,"Patient with hypokalemia, metabolic alkalosis, low BP, and high urine K+ -> Findings point to renal potassium wasting from diuretic use",hypokalemia
"A 45-year-old male with hypertension presents with muscle weakness and fatigue. His serum potassium is 3.2 mmol/L, urine K+ is 20 mmol/day, TTKG is 5, and blood pressure is elevated. Aldosterone and cortisol levels are normal. What is the most likely cause of his hypokalemia?","['Diuretic use', 'Magnesium deficiency', 'Renal tubular acidosis', 'Profuse sweating', 'Primary hyperaldosteronism']",A,"Patient with hypokalemia and elevated BP -> Renal potassium wasting (urine K+ >15, TTKG >4) with normal aldosterone/cortisol -> Most consistent with diuretic use",hypokalemia
A 55-year-old woman with a history of hypertension presents with muscle weakness and fatigue. Her serum potassium is 3.0 mmol/L. Initial labs reveal a normal CBC and serum magnesium. What is the next step in determining the etiology of her hypokalemia?,"['Administer intravenous potassium chloride.', 'Measure plasma renin and aldosterone levels.', 'Start a potassium-sparing diuretic.', 'Order a renal ultrasound.', 'Check urine potassium level.']",E,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Remote diuretic use,hypokalemia
A 55-year-old woman with a history of hypertension and recent diuretic use is admitted to the hospital with muscle weakness and fatigue. Her serum potassium level is 2.8 mmol/L. A urine potassium level is obtained and found to be 40 mmol/day. What is the most likely underlying cause of her hypokalemia?,"['Renal tubular acidosis', 'Magnesium deficiency', 'Hyperaldosteronism', 'Potassium-free diet', 'Remote diuretic use']",E,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ >15 mmol/g Cr or >15 mmol/day -> Renal loss -> Check TTKG -> TTKG >4 -> Increased Distal (CCD) K+ secretion -> Check Blood pressure and/or volume -> Low or normal -> Check Acid-base status -> Metabolic alkalosis -> Remote diuretic use,hypokalemia
A 55-year-old woman with a history of chronic vomiting presents with muscle weakness and a serum potassium level of 3.0 mmol/L. Initial labs reveal metabolic alkalosis. What is the most likely cause of her hypokalemia?,"['Magnesium deficiency.', 'Increased intake of potassium-rich foods.', 'Remote vomiting or stomach drainage.', 'Renal tubular acidosis.', 'Primary hyperaldosteronism.']",C,Patient with HYPOKALEMIA (serum K+ <3.5 mmol/L) -> Is it Pseudohypokalemia? -> Proceed to next question -> Check Urine K+ -> Urine K+ <15 mmol/day or <15 mmol/g Cr -> Extrarenal loss/remote renal loss -> Check Acid-base status -> Metabolic alkalosis -> Remote vomiting or stomach drainage,hypokalemia
