question,answer,options,correct_option,path,condition
A 62-year-old male is being discharged after a STEMI and is prescribed nitroglycerin for potential angina. What is the most important medication to avoid while using nitrates?,Sildenafil.,"['Aspirin.', 'Beta-blockers.', 'Statin.', 'Sildenafil.', 'ACE inhibitors.']",D,Management and counseling of patients after myocardial infarction (MI) -> Education -> Patient -> Avoidance of potentially harmful medications,post–myocardial infarction care
A 57-year-old male is discharged after a STEMI and is prescribed nitroglycerin for angina. Which of the following instructions should be provided to the patient regarding acute cardiac symptoms?,Contact emergency medical services.,"['Take an extra dose of aspirin.', 'Increase his beta-blocker dose.', 'Contact emergency medical services.', 'Wait and see if the symptoms resolve on their own.', 'Take a nap.']",C,Management and counseling of patients after myocardial infarction (MI) -> Education -> Patient -> Use of nitrates,post–myocardial infarction care
A 55-year-old male is being discharged after a recent MI. Which of the following should be emphasized to the patient's family?,Importance of lifestyle changes.,"['Importance of limiting patient visitors.', 'Importance of keeping the patient in a dark, quiet room.', 'Importance of ensuring the patient takes all medications at the same time each day.', 'Importance of lifestyle changes.', 'Importance of having the patient rest in bed as much as possible.']",D,Management and counseling of patients after myocardial infarction (MI) -> Education -> Family -> Stress importance of lifestyle changes,post–myocardial infarction care
A 59-year-old male is being discharged after a STEMI treated with PCI and stent placement. What antiplatelet therapy should be prescribed to prevent future cardiovascular events?,"ASA 75-162 mg lifetime, clopidogrel x 9-12 mo.","['Warfarin for life.', 'Aspirin 325 mg indefinitely.', 'ASA 75-162 mg lifetime, clopidogrel x 9-12 mo.', 'Clopidogrel alone for one year.', 'No antiplatelet therapy is needed after PCI.']",C,"Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antiplatelet therapy: ASA 75-162 mg lifetime, clopidogrel x 9-12 mo",post–myocardial infarction care
A 75-year-old male with a history of STEMI and successful PCI is being discharged. Which medication should be prescribed unless contraindicated?,Beta-blockers.,"['Calcium channel blockers.', 'Beta-blockers.', 'Alpha-blockers.', 'Diuretics.', 'Digoxin.']",B,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Beta blockers: All post-MI patients unless contraindicated,post–myocardial infarction care
A 54-year-old male is being discharged after a STEMI treated with PCI. He has a history of hypertension. What is the blood pressure goal for secondary prevention?,Goal per JNC 7.,"['<160/100 mm Hg.', '<140/90 mm Hg.', 'Goal per JNC 7.', '<150/90 mm Hg.', '<130/80 mm Hg.']",C,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antihypertensive therapy: Goal per JNC 7,post–myocardial infarction care
"A 62-year-old male is discharged post-MI on a statin, beta-blocker, aspirin, and clopidogrel. Which additional medication class should be considered for vascular prevention?",ACE inhibitor or ARB.,"['Calcium channel blocker.', 'ACE inhibitor or ARB.', 'Diuretic.', 'Digoxin.', 'Nitrates.']",B,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Consider for vascular prevention,post–myocardial infarction care
A 52-year-old female is being discharged after a NSTEMI. She continues to have occasional chest pain. Which class of medication should be provided?,Antiischemic agents (NTG).,"['Calcium channel blockers.', 'Antiischemic agents (NTG).', 'Alpha-blockers.', 'Diuretics.', 'Digoxin.']",B,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Antiischemic agents (NTG),post–myocardial infarction care
A 73-year-old male presents with a history of atrial fibrillation. He is being discharged after a STEMI treated with PCI. Which of the following medications should be prescribed?,Warfarin.,"['Calcium channel blockers.', 'Beta-blockers.', 'Warfarin.', 'Diuretics.', 'Digoxin.']",C,"Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Pharmacologic -> Warfarin: If indication for anticoagulation (AF, mural thrombus, etc.)",post–myocardial infarction care
"A 78-year-old male with severe COPD and advanced heart failure is being discharged after a NSTEMI managed conservatively. His ejection fraction is 25%, and he has frequent hospital readmissions for heart failure exacerbations. What is the most important aspect of psychosocial assessment to address with this patient?",Assessment of overall prognosis and patient's values with regard to goals of therapy.,"['Evaluation for symptoms of depression.', 'Assessment of coping mechanisms.', 'Assessment of overall prognosis and patient's values with regard to goals of therapy.', 'Referral for stress management techniques.', 'Evaluation of social support system.']",C,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Psychosocial -> Assessment of overall prognosis and patient's values with regard to goals of therapy,post–myocardial infarction care
A 57-year-old male is being discharged after a STEMI and is found to have elevated cholesterol levels. What behavioral intervention should be recommended?,Diet plan/nutrition referral.,"['Strength training program.', 'Smoking cessation.', 'Stress management techniques.', 'Diet plan/nutrition referral.', 'Meditation techniques.']",D,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Diet plan/ nutrition referral,post–myocardial infarction care
A 53-year-old patient is being discharged after a STEMI and is a current smoker. What behavioral intervention is the MOST important to focus on at this time?,Smoking cessation plan.,"['Diet and exercise plan.', 'Stress management techniques.', 'Smoking cessation plan.', 'Adherence to medication regimen.', 'Weight loss strategies.']",C,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Smoking cessation plan,post–myocardial infarction care
A 66-year-old male with a history of an anterior STEMI and an ejection fraction of 40% is being discharged from the hospital. His stress test revealed high-risk findings. Which behavioral intervention is most appropriate?,Supervised exercise program.,"['Low-fat diet only.', 'Supervised exercise program.', 'Smoking cessation only.', 'Stress management techniques.', 'Adherence to medication regimen.']",B,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Supervised exercise program for moderate- to high-risk patients,post–myocardial infarction care
A 59-year-old male presents for a follow-up appointment after a STEMI treated with PCI. He has no high-risk features but has expressed interest in improving his cardiovascular health. Which behavioral intervention is most appropriate?,Supervised rehabilitation program.,"['Strict bed rest.', 'Supervised rehabilitation program.', 'Complete avoidance of exercise.', 'High-intensity interval training.', 'Limiting fluid intake.']",B,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Supervised rehabilitation program may enhance education and exercise for all patients,post–myocardial infarction care
"A 64-year-old male is being discharged after a NSTEMI treated with PCI. Before starting a formal exercise program, what diagnostic test should be performed?",Symptom-limited ETT at 3–6 wk after MI.,"['Symptom-limited ETT at 3–6 wk after MI.', 'Holter monitoring.', 'Coronary artery calcium score.', 'Cardiac CT.', 'TEE.']",A,Management and counseling of patients after myocardial infarction (MI) -> Treatment -> Behavioral -> Symptom-limited ETT at 3–6 wk after MI prior to formal exercise program,post–myocardial infarction care
A 60-year-old male presents with melena. What aspect of the patient's history is most important in determining the likely source and cause of his GI bleeding?,"Recent ingestion of aspirin, other NSAIDs, or alcohol.","['Family history of colon cancer.', 'Recent ingestion of aspirin, other NSAIDs, or alcohol.', 'History of childhood appendectomy.', 'Recent air travel.', 'History of allergic rhinitis.']",B,Initial assessment and management of gastrointestinal bleeding -> History,gastrointestinal bleeding
A 70-year-old male presents with hematochezia. What is an essential component of the physical exam?,Rectal examination.,"['Neurologic examination.', 'Fundoscopic examination.', 'Rectal examination.', 'Skin examination.', 'Pulmonary auscultation.']",C,"Initial assessment and management of gastrointestinal bleeding -> Physical examination: Vital signs, Rectal examination",gastrointestinal bleeding
A 50-year-old patient presents with hematemesis. What initial laboratory tests are essential?,"CBC, electrolytes, BUN, creatinine, glucose, calcium, phosphate, and blood typing.","['Serum amylase and lipase.', 'CBC, electrolytes, BUN, creatinine, glucose, calcium, phosphate, and blood typing.', 'Liver function tests.', 'Coagulation studies only.', 'Arterial blood gas analysis only.']",B,Initial assessment and management of gastrointestinal bleeding -> Initial laboratory and blood studies,gastrointestinal bleeding
A 55-year-old male with cirrhosis presents with hematemesis and hypotension. What is the next step in management?,Obtain consultations.,"['Administer intravenous antibiotics.', 'Obtain consultations.', 'Perform an abdominal CT scan.', 'Start empiric treatment for H. pylori.', 'Insert a nasogastric tube for lavage.']",B,Initial assessment and management of gastrointestinal bleeding -> Obtain consultations,gastrointestinal bleeding
"A 45-year-old male presents with hematemesis. After initial stabilization, a nasogastric tube is placed, and coffee-ground material is aspirated. Given the suspicion for upper GI bleeding, what is the next step in the evaluation?",Consider elective colonoscopy.,"['Perform immediate esophagogastroduodenoscopy (EGD).', 'Consider elective colonoscopy.', 'Start intravenous proton pump inhibitors (PPIs).', 'Order a tagged red blood cell scan.', 'Perform a diagnostic laparotomy.']",B,Initial assessment and management of gastrointestinal bleeding -> Pass NG Tube -> Withdraw tube -> If upper GI bleeding is suspected -> Consider: Elective colonoscopy -> If a diagnosis is made -> Consider therapeutic endoscopy,gastrointestinal bleeding
